Date,Country,Confirmed_Cases,Deaths,Recovered,Active_Cases,Vaccinations
2020-11-26,Australia,975107,2699,958998,13410,22158363
2020-11-27,USA,845366,17464,805449,22453,39485651
2020-11-27,India,565789,16815,537515,11459,15557985
2020-11-27,Brazil,705607,13837,657479,34291,44759811
2020-11-27,UK,945997,19808,931587,-5398,37952197
2020-11-27,Germany,493740,18482,450259,24999,7575917
2020-11-27,France,18170,695,-15391,32866,25950783
2020-11-27,Russia,114893,9440,74973,30480,38398051
2020-11-27,Japan,86646,13465,78257,-5076,28803255
2020-11-27,Canada,791019,18822,752766,19431,2016506
2020-11-27,Australia,868766,12524,843578,12664,34764478
2020-11-28,USA,157951,4214,129090,24647,5755977
2020-11-28,India,40310,1549,-2170,40931,14538522
2020-11-28,Brazil,337747,1016,314678,22053,12417903
2020-11-28,UK,455024,10746,409232,35046,7575469
2020-11-28,Germany,674833,10138,630283,34412,48326233
2020-11-28,France,619756,8099,606923,4734,49063519
2020-11-28,Russia,469564,8304,419619,41641,45480377
2020-11-28,Japan,811756,2441,804509,4806,41867630
2020-11-28,Canada,186006,17941,153481,14584,4715717
2020-11-28,Australia,414879,18302,379740,16837,42351391
2020-11-29,USA,982393,2385,938079,41929,3043115
2020-11-29,India,382388,10614,336186,35588,47746680
2020-11-29,Brazil,728258,18839,703591,5828,31428830
2020-11-29,UK,968730,18787,958826,-8883,26769683
2020-11-29,Germany,925202,2578,876431,46193,17977343
2020-11-29,France,268890,4091,223847,40952,11657713
2020-11-29,Russia,213682,10063,184259,19360,419362
2020-11-29,Japan,90380,1107,58439,30834,22216046
2020-11-29,Canada,697177,10727,688592,-2142,19497125
2020-11-29,Australia,583966,8893,544472,30601,1734090
2020-11-30,USA,262145,17665,237221,7259,3492920
2020-11-30,India,697615,18568,673713,5334,32969385
2020-11-30,Brazil,692268,6608,666307,19353,3952516
2020-11-30,UK,592530,16793,558733,17004,35520988
2020-11-30,Germany,771971,8770,760202,2999,49034037
2020-11-30,France,401622,5354,375307,20961,44765534
2020-11-30,Russia,840183,15412,829688,-4917,8227057
2020-11-30,Japan,51755,10600,13537,27618,25562329
2020-11-30,Canada,223172,8911,173829,40432,42118023
2020-11-30,Australia,482282,12077,459078,11127,26703319
2020-12-01,USA,367029,12057,343082,11890,36316819
2020-12-01,India,265728,12562,227902,25264,5829608
2020-12-01,Brazil,302562,7960,284548,10054,9741263
2020-12-01,UK,249695,10028,230605,9062,9511449
2020-12-01,Germany,22574,11560,19606,-8592,22434944
2020-12-01,France,810832,6852,774428,29552,49100709
2020-12-01,Russia,861138,834,817646,42658,5167833
2020-12-01,Japan,739217,18302,707264,13651,4657790
2020-12-01,Canada,998319,15803,961024,21492,48549876
2020-12-01,Australia,505205,15134,484248,5823,13973503
2020-12-02,USA,99881,8104,79494,12283,29567160
2020-12-02,India,852855,11619,829387,11849,21083940
2020-12-02,Brazil,157027,16706,113600,26721,49744880
2020-12-02,UK,934886,1851,911015,22020,27502330
2020-12-02,Germany,501522,12281,456084,33157,26556115
2020-12-02,France,213996,2671,206273,5052,15714434
2020-12-02,Russia,638328,15620,606029,16679,1537727
2020-12-02,Japan,900165,17862,857726,24577,48770754
2020-12-02,Canada,492935,4899,483121,4915,23081636
2020-12-02,Australia,924553,6759,876594,41200,4229334
2020-12-03,USA,208763,4604,189214,14945,46960437
2020-12-03,India,425888,4912,418812,2164,24013279
2020-12-03,Brazil,131625,1658,113710,16257,38855035
2020-12-03,UK,19526,4183,-14155,29498,42120113
2020-12-03,Germany,780585,13635,772506,-5556,687320
2020-12-03,France,147356,18068,99012,30276,9377470
2020-12-03,Russia,591313,17588,590106,-16381,19645234
2020-12-03,Japan,331360,14943,306465,9952,33657184
2020-12-03,Canada,447070,4511,437815,4744,1581695
2020-12-03,Australia,76166,15678,50561,9927,31008280
2020-12-04,USA,998210,15559,968957,13694,18862995
2020-12-04,India,596699,13632,583006,61,34962252
2020-12-04,Brazil,284184,16499,239617,28068,28115956
2020-12-04,UK,336925,10992,333891,-7958,31612664
2020-12-04,Germany,432943,16075,423264,-6396,3830082
2020-12-04,France,462528,8240,431203,23085,15100341
2020-12-04,Russia,239275,1330,230197,7748,5118124
2020-12-04,Japan,203643,13305,155622,34716,27797463
2020-12-04,Canada,882958,14986,881174,-13202,14893573
2020-12-04,Australia,432915,4001,396648,32266,756583
2020-12-05,USA,682581,9576,658686,14319,4641362
2020-12-05,India,987216,19247,951126,16843,1607536
2020-12-05,Brazil,237854,15011,236157,-13314,15478822
2020-12-05,UK,261504,12115,215088,34301,38261814
2020-12-05,Germany,669763,17001,650795,1967,8827721
2020-12-05,France,740964,16698,720001,4265,43982525
2020-12-05,Russia,542067,3804,512624,25639,31553029
2020-12-05,Japan,797857,6042,755205,36610,9453373
2020-12-05,Canada,604690,838,555953,47899,24785029
2020-12-05,Australia,23676,2716,18621,2339,39635560
2020-12-06,USA,267304,14985,231787,20532,18334801
2020-12-06,India,800267,6970,788419,4878,46313934
2020-12-06,Brazil,272195,19009,240547,12639,48800760
2020-12-06,UK,95896,18543,88383,-11030,33178539
2020-12-06,Germany,396406,1699,360210,34497,28058016
2020-12-06,France,241752,1047,194890,45815,30545891
2020-12-06,Russia,201583,9755,193344,-1516,42157157
2020-12-06,Japan,914930,15275,893119,6536,8760020
2020-12-06,Canada,903556,8311,858361,36884,22049199
2020-12-06,Australia,700803,17592,654054,29157,34301509
2020-12-07,USA,507442,7179,471983,28280,42242261
2020-12-07,India,598247,4887,558807,34553,9273704
2020-12-07,Brazil,970850,10908,927923,32019,6398010
2020-12-07,UK,315820,19614,277998,18208,32918356
2020-12-07,Germany,765119,8686,726185,30248,35249103
2020-12-07,France,563379,13085,530593,19701,33120679
2020-12-07,Russia,222619,2185,195385,25049,26428908
2020-12-07,Japan,482129,15350,451255,15524,34668225
2020-12-07,Canada,103266,13310,58896,31060,31959227
2020-12-07,Australia,82908,4024,78928,-44,34611562
2020-12-08,USA,278787,11595,244227,22965,23498568
2020-12-08,India,424260,2071,403350,18839,49359126
2020-12-08,Brazil,284414,17179,261406,5829,49207642
2020-12-08,UK,631029,18271,628133,-15375,14952869
2020-12-08,Germany,952288,3020,930947,18321,6406941
2020-12-08,France,287922,19689,273614,-5381,26567251
2020-12-08,Russia,674741,2164,652329,20248,38722465
2020-12-08,Japan,945351,9380,909664,26307,33958461
2020-12-08,Canada,553881,181,526944,26756,1955563
2020-12-08,Australia,496795,12515,480222,4058,25815930
2020-12-09,USA,933003,17089,914937,977,46270507
2020-12-09,India,571524,14855,547292,9377,24188363
2020-12-09,Brazil,40372,8881,31180,311,3281629
2020-12-09,UK,776958,305,766670,9983,23578954
2020-12-09,Germany,659651,7771,648263,3617,46055163
2020-12-09,France,39239,12256,13729,13254,43259432
2020-12-09,Russia,535268,17857,516498,913,10667927
2020-12-09,Japan,264231,10633,215320,38278,9003954
2020-12-09,Canada,483402,10749,439985,32668,49868997
2020-12-09,Australia,433019,9518,411776,11725,33693963
2020-12-10,USA,789721,16759,759434,13528,16439291
2020-12-10,India,610540,2360,600267,7913,4798340
2020-12-10,Brazil,927518,13117,924763,-10362,29984746
2020-12-10,UK,936793,16900,924347,-4454,38531526
2020-12-10,Germany,665789,15356,651800,-1367,3369301
2020-12-10,France,374306,19612,347717,6977,15343239
2020-12-10,Russia,388090,3481,373197,11412,40265539
2020-12-10,Japan,562693,7639,554233,821,42043464
2020-12-10,Canada,248545,10999,241485,-3939,25567801
2020-12-10,Australia,746983,15494,721766,9723,36808374
2020-12-11,USA,88081,8545,86446,-6910,3401747
2020-12-11,India,44037,4140,29545,10352,6377886
2020-12-11,Brazil,942326,4829,940293,-2796,38823050
2020-12-11,UK,243070,11103,200608,31359,27414437
2020-12-11,Germany,924851,14726,883760,26365,30574934
2020-12-11,France,19872,6692,-27467,40647,4133858
2020-12-11,Russia,418453,262,378015,40176,1215046
2020-12-11,Japan,927478,5864,880363,41251,8792570
2020-12-11,Canada,757488,11312,738443,7733,25321280
2020-12-11,Australia,411003,13747,366242,31014,15881878
2020-12-12,USA,969308,10017,959037,254,28068448
2020-12-12,India,985135,7686,974404,3045,11956973
2020-12-12,Brazil,483899,7485,462653,13761,27416417
2020-12-12,UK,560739,5236,524469,31034,12534619
2020-12-12,Germany,987162,15095,948498,23569,37487288
2020-12-12,France,611994,3632,576489,31873,34932250
2020-12-12,Russia,603185,18583,560342,24260,23074488
2020-12-12,Japan,496222,17332,486201,-7311,4061530
2020-12-12,Canada,848404,18490,823195,6719,44513856
2020-12-12,Australia,678057,6003,629624,42430,32924331
2020-12-13,USA,196312,18394,157536,20382,22759870
2020-12-13,India,863554,1780,841564,20210,29608691
2020-12-13,Brazil,780335,1447,762972,15916,45246088
2020-12-13,UK,711939,11419,664113,36407,12021083
2020-12-13,Germany,410353,12643,397492,218,41411549
2020-12-13,France,561095,4945,516865,39285,26123052
2020-12-13,Russia,351066,19960,336160,-5054,12390496
2020-12-13,Japan,404174,9189,355784,39201,31795225
2020-12-13,Canada,580602,14422,538653,27527,28594945
2020-12-13,Australia,326292,10126,303250,12916,48237509
2020-12-14,USA,470121,10657,452656,6808,33861680
2020-12-14,India,570612,15742,527569,27301,39156264
2020-12-14,Brazil,124403,17242,110011,-2850,39926925
2020-12-14,UK,927148,716,922234,4198,3893630
2020-12-14,Germany,898759,2885,850674,45200,35900988
2020-12-14,France,167263,5733,154647,6883,9742177
2020-12-14,Russia,198794,9575,187509,1710,10881418
2020-12-14,Japan,72693,14001,35560,23132,41300465
2020-12-14,Canada,108451,11736,82923,13792,25977966
2020-12-14,Australia,335054,10506,319562,4986,28835145
2020-12-15,USA,485407,13910,449150,22347,21880203
2020-12-15,India,880842,13670,862848,4324,16099202
2020-12-15,Brazil,356261,17199,318392,20670,28737938
2020-12-15,UK,528924,2279,483833,42812,45353669
2020-12-15,Germany,872907,16963,849404,6540,32953557
2020-12-15,France,529226,17473,487594,24159,35147534
2020-12-15,Russia,858271,5082,837944,15245,15329268
2020-12-15,Japan,178444,1890,149306,27248,29032304
2020-12-15,Canada,606466,15611,603448,-12593,919269
2020-12-15,Australia,978541,8155,936414,33972,16547027
2020-12-16,USA,293074,2271,267339,23464,39871907
2020-12-16,India,396394,1755,389118,5521,40329338
2020-12-16,Brazil,408154,13731,395693,-1270,5432380
2020-12-16,UK,206062,14603,165249,26210,36920434
2020-12-16,Germany,792384,14719,753184,24481,39350605
2020-12-16,France,347929,4367,322129,21433,5919540
2020-12-16,Russia,769895,785,746822,22288,32031376
2020-12-16,Japan,428573,13711,396338,18524,3467164
2020-12-16,Canada,673083,17324,662995,-7236,3253099
2020-12-16,Australia,833806,10614,821726,1466,20457659
2020-12-17,USA,900819,18215,886715,-4111,16171911
2020-12-17,India,436635,12871,390190,33574,731820
2020-12-17,Brazil,914978,13302,912423,-10747,37551145
2020-12-17,UK,861206,4649,847063,9494,31453826
2020-12-17,Germany,302408,15870,256143,30395,5145535
2020-12-17,France,603859,5587,572537,25735,5121773
2020-12-17,Russia,402601,2396,396415,3790,30129763
2020-12-17,Japan,728731,5847,705932,16952,33204823
2020-12-17,Canada,526970,14128,502957,9885,40751427
2020-12-17,Australia,570440,13911,534001,22528,40652982
2020-12-18,USA,813470,5260,802043,6167,49738486
2020-12-18,India,352279,5595,321129,25555,5614304
2020-12-18,Brazil,505165,14154,464933,26078,23501421
2020-12-18,UK,595562,5901,564764,24897,42896797
2020-12-18,Germany,942125,1993,918552,21580,5353640
2020-12-18,France,900706,7923,878096,14687,20282290
2020-12-18,Russia,462664,4178,434686,23800,44911950
2020-12-18,Japan,877305,7946,845774,23585,38684079
2020-12-18,Canada,906223,16054,868281,21888,44405643
2020-12-18,Australia,396378,6213,380769,9396,30364489
2020-12-19,USA,572218,15730,566063,-9575,35540448
2020-12-19,India,946017,8343,918026,19648,4808466
2020-12-19,Brazil,578036,14529,555582,7925,462973
2020-12-19,UK,41087,13586,-6176,33677,49970972
2020-12-19,Germany,508096,2281,483637,22178,5009790
2020-12-19,France,250263,8234,233897,8132,3806593
2020-12-19,Russia,46694,491,34572,11631,32469235
2020-12-19,Japan,782802,906,743557,38339,8404957
2020-12-19,Canada,646793,14026,629107,3660,21857416
2020-12-19,Australia,673747,11930,651132,10685,44200566
2020-12-20,USA,506933,19515,486172,1246,2060587
2020-12-20,India,612505,17910,567171,27424,26963538
2020-12-20,Brazil,496985,7314,486796,2875,15846217
2020-12-20,UK,672869,3208,629547,40114,332658
2020-12-20,Germany,195896,8560,162309,25027,13223580
2020-12-20,France,717513,5598,711930,-15,21709964
2020-12-20,Russia,908691,4586,881757,22348,39854276
2020-12-20,Japan,956452,10900,932156,13396,23653061
2020-12-20,Canada,666329,10571,661198,-5440,31390511
2020-12-20,Australia,507486,5590,494583,7313,16271636
2020-12-21,USA,366623,6996,328115,31512,2399213
2020-12-21,India,419528,16728,382841,19959,14273671
2020-12-21,Brazil,90809,15487,79218,-3896,21607471
2020-12-21,UK,994582,12105,970322,12155,10428092
2020-12-21,Germany,634532,15392,630177,-11037,40821730
2020-12-21,France,488610,12299,472026,4285,10532153
2020-12-21,Russia,110715,14178,89913,6624,21137277
2020-12-21,Japan,300499,15639,275278,9582,20487322
2020-12-21,Canada,697768,11927,679293,6548,17612515
2020-12-21,Australia,495881,4643,478567,12671,31462822
2020-12-22,USA,775020,415,756222,18383,16145581
2020-12-22,India,396830,16854,392649,-12673,47355305
2020-12-22,Brazil,209564,9694,196434,3436,11987281
2020-12-22,UK,98452,13588,76345,8519,47614751
2020-12-22,Germany,349567,11778,330164,7625,46489345
2020-12-22,France,19501,12471,-15429,22459,41068521
2020-12-22,Russia,616011,5371,578183,32457,48684934
2020-12-22,Japan,470330,5683,453216,11431,33035862
2020-12-22,Canada,625794,1672,594919,29203,20330080
2020-12-22,Australia,743334,15893,732394,-4953,48853735
2020-12-23,USA,45915,16835,12071,17009,44518804
2020-12-23,India,149729,5497,116384,27848,24683049
2020-12-23,Brazil,479096,10223,457153,11720,30739854
2020-12-23,UK,941327,8485,908188,24654,28181624
2020-12-23,Germany,426786,290,409788,16708,31906667
2020-12-23,France,610092,14107,589446,6539,29520246
2020-12-23,Russia,840883,11677,822669,6537,40573754
2020-12-23,Japan,968367,5805,952528,10034,41332799
2020-12-23,Canada,92381,221,45053,47107,5631282
2020-12-23,Australia,619449,7289,613863,-1703,18407642
2020-12-24,USA,578130,19909,568655,-10434,34269653
2020-12-24,India,905598,700,859180,45718,2241626
2020-12-24,Brazil,760629,509,725253,34867,16852139
2020-12-24,UK,323650,2744,285803,35103,32687906
2020-12-24,Germany,36065,1643,-9868,44290,32863591
2020-12-24,France,986750,18270,937478,31002,37728531
2020-12-24,Russia,842954,13083,795622,34249,36583242
2020-12-24,Japan,871800,11875,843165,16760,21557660
2020-12-24,Canada,571772,13657,545516,12599,31043597
2020-12-24,Australia,719368,449,717158,1761,47852800
2020-12-25,USA,503101,986,487131,14984,29066245
2020-12-25,India,763694,17480,734047,12167,46820007
2020-12-25,Brazil,834831,13627,809840,11364,19353008
2020-12-25,UK,313437,3202,275755,34480,6568216
2020-12-25,Germany,738929,12012,696549,30368,5244603
2020-12-25,France,861344,19768,813839,27737,3309652
2020-12-25,Russia,573926,16002,525773,32151,15242685
2020-12-25,Japan,676127,13651,643638,18838,2875843
2020-12-25,Canada,298109,16329,280688,1092,46849628
2020-12-25,Australia,459553,8064,437335,14154,48116290
2020-12-26,USA,540197,9958,524535,5704,48579612
2020-12-26,India,128011,15562,117435,-4986,46694194
2020-12-26,Brazil,244896,8748,225455,10693,49119577
2020-12-26,UK,971697,5628,944492,21577,5740626
2020-12-26,Germany,145296,12576,96944,35776,29223387
2020-12-26,France,164308,14066,122757,27485,42126047
2020-12-26,Russia,210822,19575,182073,9174,17756101
2020-12-26,Japan,552109,4230,511558,36321,27467031
2020-12-26,Canada,177029,15028,163384,-1383,31615392
2020-12-26,Australia,56981,19428,53399,-15846,27334935
2020-12-27,USA,356355,15121,355236,-14002,31995570
2020-12-27,India,472090,9994,463523,-1427,40149471
2020-12-27,Brazil,335343,5096,332414,-2167,35824209
2020-12-27,UK,348385,19970,342368,-13953,12362062
2020-12-27,Germany,83592,6693,58496,18403,23349487
2020-12-27,France,907689,6503,883369,17817,33227044
2020-12-27,Russia,770519,3669,729169,37681,9964896
2020-12-27,Japan,979017,2519,973065,3433,14682968
2020-12-27,Canada,68012,10309,63053,-5350,16972051
2020-12-27,Australia,252388,11258,230855,10275,6979289
2020-12-28,USA,250224,8306,245629,-3711,7087844
2020-12-28,India,723710,16090,704220,3400,31859991
2020-12-28,Brazil,693535,8049,690844,-5358,31310608
2020-12-28,UK,280431,15379,273513,-8461,17721737
2020-12-28,Germany,990127,18840,965690,5597,706624
2020-12-28,France,273606,7699,266445,-538,34796067
2020-12-28,Russia,559849,2275,557000,574,9974430
2020-12-28,Japan,666748,12538,624763,29447,13737618
2020-12-28,Canada,730057,4123,719936,5998,45493402
2020-12-28,Australia,93064,3814,50035,39215,6730033
2020-12-29,USA,652900,14430,624402,14068,48804523
2020-12-29,India,495532,10800,453894,30838,7983469
2020-12-29,Brazil,544658,14557,507932,22169,13072265
2020-12-29,UK,590170,9606,559470,21094,20586770
2020-12-29,Germany,927317,5029,925018,-2730,29993749
2020-12-29,France,826748,11189,810562,4997,32456101
2020-12-29,Russia,957097,18889,941830,-3622,35627806
2020-12-29,Japan,291558,13769,266778,11011,34582794
2020-12-29,Canada,293462,9935,269012,14515,3916442
2020-12-29,Australia,285635,5971,250087,29577,5718449
2020-12-30,USA,701406,17311,684712,-617,41459900
2020-12-30,India,398145,19229,357733,21183,17841490
2020-12-30,Brazil,430056,6697,422267,1092,5453151
2020-12-30,UK,554890,2720,549417,2753,20769434
2020-12-30,Germany,686443,10802,669865,5776,5286286
2020-12-30,France,14780,11876,11574,-8670,36311246
2020-12-30,Russia,183659,9196,137379,37084,39420178
2020-12-30,Japan,808630,13270,767830,27530,29401092
2020-12-30,Canada,554721,14317,525543,14861,16621652
2020-12-30,Australia,76540,1602,34227,40711,34392367
2020-12-31,USA,786046,18658,782279,-14891,2893711
2020-12-31,India,16556,9652,-32998,39902,45776127
2020-12-31,Brazil,103301,6471,84635,12195,33012031
2020-12-31,UK,146511,14497,109340,22674,37057844
2020-12-31,Germany,280533,19014,246673,14846,39769525
2020-12-31,France,355907,15953,350668,-10714,43094357
2020-12-31,Russia,799760,13939,765499,20322,16542498
2020-12-31,Japan,775177,10702,726047,38428,2634726
2020-12-31,Canada,774139,2603,738235,33301,43451059
2020-12-31,Australia,956982,818,929298,26866,49139901
2021-01-01,USA,180210,14377,169265,-3432,18400577
2021-01-01,India,531996,18486,529625,-16115,47195129
2021-01-01,Brazil,815185,19273,794990,922,40835200
2021-01-01,UK,10257,11574,-35847,34530,4626956
2021-01-01,Germany,844578,4279,799956,40343,34364924
2021-01-01,France,752851,2331,711732,38788,40346551
2021-01-01,Russia,972786,4338,943143,25305,3298143
2021-01-01,Japan,933242,16140,916394,708,31687838
2021-01-01,Canada,365093,1089,320208,43796,17438373
2021-01-01,Australia,377504,14073,351908,11523,37592674
2021-01-02,USA,528258,17598,479256,31404,29651163
2021-01-02,India,66492,15691,19237,31564,6182470
2021-01-02,Brazil,763532,11852,748430,3250,18407869
2021-01-02,UK,253579,7655,220907,25017,41923700
2021-01-02,Germany,981644,11073,935218,35353,19639875
2021-01-02,France,995579,8947,988196,-1564,9155852
2021-01-02,Russia,167762,6499,122562,38701,2902763
2021-01-02,Japan,246076,907,222742,22427,3521681
2021-01-02,Canada,635430,13693,616034,5703,9751784
2021-01-02,Australia,619895,15724,587369,16802,43137033
2021-01-03,USA,242052,3974,234726,3352,33957072
2021-01-03,India,180578,12604,168530,-556,48346304
2021-01-03,Brazil,496015,18347,466133,11535,19560135
2021-01-03,UK,244346,18684,200147,25515,34516196
2021-01-03,Germany,597063,9644,550710,36709,36452848
2021-01-03,France,57122,19019,37409,694,37754728
2021-01-03,Russia,936391,17461,906515,12415,31928551
2021-01-03,Japan,251484,18233,221417,11834,21874767
2021-01-03,Canada,395034,9418,389527,-3911,41767106
2021-01-03,Australia,516979,7531,510985,-1537,24897969
2021-01-04,USA,404736,17154,392224,-4642,27743165
2021-01-04,India,501549,1071,479718,20760,12772085
2021-01-04,Brazil,11220,13921,-6012,3311,4051119
2021-01-04,UK,508490,3591,503471,1428,36449954
2021-01-04,Germany,846043,1221,803604,41218,48296115
2021-01-04,France,741749,13723,722221,5805,8680266
2021-01-04,Russia,401157,16790,393605,-9238,876082
2021-01-04,Japan,274428,9299,268889,-3760,4552726
2021-01-04,Canada,773166,239,739749,33178,27325692
2021-01-04,Australia,43804,14517,4496,24791,28559489
2021-01-05,USA,521759,12869,488717,20173,17898016
2021-01-05,India,827414,1902,796530,28982,37483852
2021-01-05,Brazil,967786,7658,955696,4432,8170278
2021-01-05,UK,925514,15185,907195,3134,34903184
2021-01-05,Germany,733657,5406,713572,14679,4980493
2021-01-05,France,228033,15165,207067,5801,19203491
2021-01-05,Russia,124485,14154,114264,-3933,4426323
2021-01-05,Japan,310387,2737,280495,27155,44037073
2021-01-05,Canada,950401,18969,926314,5118,7550997
2021-01-05,Australia,358851,5503,315679,37669,38470601
2021-01-06,USA,409965,7851,361807,40307,16848592
2021-01-06,India,290892,16453,250271,24168,31235748
2021-01-06,Brazil,290266,5298,253812,31156,10309293
2021-01-06,UK,60830,14606,29057,17167,44331310
2021-01-06,Germany,434165,17074,394356,22735,35885120
2021-01-06,France,950583,19727,910160,20696,32135927
2021-01-06,Russia,765287,236,738869,26182,28615357
2021-01-06,Japan,376186,8251,347805,20130,14593990
2021-01-06,Canada,542278,16849,534532,-9103,17192179
2021-01-06,Australia,639263,825,618876,19562,31508176
2021-01-07,USA,41863,13467,38027,-9631,29473127
2021-01-07,India,154303,369,125034,28900,19232748
2021-01-07,Brazil,631194,5872,621633,3689,8449253
2021-01-07,UK,403725,15499,377122,11104,19788551
2021-01-07,Germany,208377,8276,196899,3202,40795075
2021-01-07,France,453246,7193,414314,31739,45350654
2021-01-07,Russia,589689,18737,542083,28869,30907022
2021-01-07,Japan,656817,18413,625894,12510,21359768
2021-01-07,Canada,404422,7613,370995,25814,38830740
2021-01-07,Australia,32376,11895,18640,1841,12024918
2021-01-08,USA,780526,7343,765380,7803,27273861
2021-01-08,India,772002,9921,751688,10393,19190572
2021-01-08,Brazil,759008,18493,752689,-12174,23874912
2021-01-08,UK,650792,5274,604878,40640,8357854
2021-01-08,Germany,92607,9791,77366,5450,7018055
2021-01-08,France,618959,17913,598746,2300,47003447
2021-01-08,Russia,416923,17548,393962,5413,31502487
2021-01-08,Japan,940660,15181,935516,-10037,44534230
2021-01-08,Canada,938398,6400,919679,12319,49210955
2021-01-08,Australia,461267,3942,411307,46018,3923571
2021-01-09,USA,482105,12774,464537,4794,41044881
2021-01-09,India,420390,13402,404548,2440,5767718
2021-01-09,Brazil,278279,10311,238999,28969,20925835
2021-01-09,UK,96814,2260,76743,17811,6464727
2021-01-09,Germany,264386,986,249832,13568,28321547
2021-01-09,France,55410,9245,49931,-3766,5356537
2021-01-09,Russia,386479,17260,338783,30436,37973035
2021-01-09,Japan,790002,17882,751390,20730,48345048
2021-01-09,Canada,805807,19938,765582,20287,16696598
2021-01-09,Australia,860620,16782,842446,1392,46937625
2021-01-10,USA,412438,7450,410561,-5573,22822356
2021-01-10,India,962649,13398,919111,30140,25734453
2021-01-10,Brazil,411227,1895,375625,33707,30619632
2021-01-10,UK,548281,12143,527050,9088,28908389
2021-01-10,Germany,913161,440,882585,30136,27341498
2021-01-10,France,605196,2274,580379,22543,1235656
2021-01-10,Russia,914541,10137,887662,16742,44683299
2021-01-10,Japan,42395,2222,40030,143,4244350
2021-01-10,Canada,519226,13905,492646,12675,20511039
2021-01-10,Australia,239203,7132,232037,34,46117784
2021-01-11,USA,832766,12580,790309,29877,16674839
2021-01-11,India,301662,9992,262279,29391,49364081
2021-01-11,Brazil,116614,16149,107653,-7188,25710525
2021-01-11,UK,624603,9027,588077,27499,49605251
2021-01-11,Germany,925376,16998,887976,20402,42369504
2021-01-11,France,435741,12817,410509,12415,29184550
2021-01-11,Russia,304004,1886,259114,43004,32334967
2021-01-11,Japan,148569,1815,142448,4306,46138776
2021-01-11,Canada,844024,15291,841593,-12860,9629462
2021-01-11,Australia,158133,17099,145411,-4377,47973312
2021-01-12,USA,143668,11612,139641,-7585,4526003
2021-01-12,India,999696,7416,965818,26462,47994119
2021-01-12,Brazil,438175,17853,418050,2272,21452850
2021-01-12,UK,690134,5607,676849,7678,39336049
2021-01-12,Germany,699673,3345,660657,35671,20265804
2021-01-12,France,97149,10639,84556,1954,32000309
2021-01-12,Russia,746125,17365,714396,14364,16223673
2021-01-12,Japan,600004,2856,593569,3579,45355986
2021-01-12,Canada,659391,7221,642291,9879,13052275
2021-01-12,Australia,266763,3294,257179,6290,28480087
2021-01-13,USA,51847,4485,31601,15761,20062717
2021-01-13,India,882116,14270,840153,27693,37711081
2021-01-13,Brazil,545970,15440,511139,19391,49287637
2021-01-13,UK,856836,17925,827284,11627,45282593
2021-01-13,Germany,217142,15761,180806,20575,8790538
2021-01-13,France,684938,7302,672758,4878,1043464
2021-01-13,Russia,217012,19934,188533,8545,45649685
2021-01-13,Japan,742131,10763,715101,16267,32634772
2021-01-13,Canada,990742,13267,967997,9478,46885959
2021-01-13,Australia,854667,582,850418,3667,44783025
2021-01-14,USA,564353,16717,520309,27327,24494854
2021-01-14,India,434463,10297,396016,28150,26506605
2021-01-14,Brazil,385885,2987,350433,32465,41953522
2021-01-14,UK,107165,6846,63651,36668,17759675
2021-01-14,Germany,795462,11481,786818,-2837,15215017
2021-01-14,France,867260,4442,829243,33575,26248128
2021-01-14,Russia,788685,16818,756587,15280,41513867
2021-01-14,Japan,587848,7026,567030,13792,14537060
2021-01-14,Canada,938468,4756,917404,16308,8954126
2021-01-14,Australia,122935,16754,89746,16435,38080189
2021-01-15,USA,327032,14823,285261,26948,7363776
2021-01-15,India,349295,10512,328937,9846,29198254
2021-01-15,Brazil,520398,11643,498915,9840,48388100
2021-01-15,UK,420652,5976,391342,23334,8161570
2021-01-15,Germany,773644,8544,742719,22381,45058483
2021-01-15,France,378957,16517,343261,19179,11457612
2021-01-15,Russia,267355,1600,226384,39371,11798135
2021-01-15,Japan,290357,14160,257480,18717,3250206
2021-01-15,Canada,307770,16836,258607,32327,49944391
2021-01-15,Australia,347230,6662,311703,28865,26503728
2021-01-16,USA,309327,7978,274092,27257,3805778
2021-01-16,India,185214,4219,158914,22081,5631938
2021-01-16,Brazil,895191,7610,888429,-848,14832958
2021-01-16,UK,665283,16585,648771,-73,6981051
2021-01-16,Germany,267432,3572,238253,25607,41876309
2021-01-16,France,31424,19362,15550,-3488,19479590
2021-01-16,Russia,190448,18894,165848,5706,11887710
2021-01-16,Japan,512353,17133,476470,18750,22868564
2021-01-16,Canada,969796,12534,936804,20458,44500458
2021-01-16,Australia,176818,10901,135810,30107,39878851
2021-01-17,USA,486320,5048,478754,2518,4052986
2021-01-17,India,366167,6482,342062,17623,35596152
2021-01-17,Brazil,691790,13301,674037,4452,15496987
2021-01-17,UK,990631,19424,977057,-5850,3189713
2021-01-17,Germany,173706,11271,140831,21604,47703179
2021-01-17,France,69552,7037,65221,-2706,28140359
2021-01-17,Russia,576139,10916,564032,1191,33113501
2021-01-17,Japan,767664,7193,719845,40626,22921371
2021-01-17,Canada,257397,12884,224072,20441,4186879
2021-01-17,Australia,178932,376,129556,49000,19977168
2021-01-18,USA,393023,10501,384324,-1802,23326799
2021-01-18,India,591195,9243,543146,38806,27461358
2021-01-18,Brazil,289966,5907,273909,10150,25888516
2021-01-18,UK,139149,7393,99931,31825,16252344
